NMDID_identifier,SVAD_identifier,SEX,agey,FDL_L,FMSB_L,FDB_L,FDL_R,FMSB_R,FDB_R,TDL_L,TPB_L,TMSB_L,TDB_L,TDL_R,TPB_R,TMSB_R,TDB_R,FBDL_L,FBDL_R,HDL_L,HPB_L,HMSB_L,HDB_L,HDL_R,HPB_R,HMSB_R,HDB_R,RDL_L,RPB_L,RMSB_L,RDB_L,RDL_R,RPB_R,RMSB_R,RDB_R,UDL_L,UMSB_L,UDL_R,UMSB_R,max_M1_L,max_M1_R,max_M2_L,max_M2_R,max_M3_L,max_M3_R,max_PM1_L,max_PM1_R,max_PM2_L,max_PM2_R,max_C_L,max_C_R,max_I1_L,max_I1_R,max_I2_L,max_I2_R,man_M1_L,man_M1_R,man_M2_L,man_M2_R,man_M3_L,man_M3_R,man_PM1_L,man_PM1_R,man_PM2_L,man_PM2_R,man_C_L,man_C_R,man_I1_L,man_I1_R,man_I2_L,man_I2_R,FH_EF_L,FGT_EF_L,FLT_EF_L,FDE_EF_L,FH_EF_R,FGT_EF_R,FLT_EF_R,FDE_EF_R,TPE_EF_L,TDE_EF_L,TPE_EF_R,TDE_EF_R,FBPE_EF_L,FBDE_EF_L,FBPE_EF_R,FBDE_EF_R,HH_Oss_L,HGT_Oss_L,HLT_Oss_L,HPE_EF_L,HC_Oss_L,HT_Oss_L,HLE_Oss_L,HCE1_EF_L,HCE2_EF_L,HDE_EF_L,HME_EF_L,HH_Oss_R,HGT_Oss_R,HLT_Oss_R,HPE_EF_R,HC_Oss_R,HT_Oss_R,HLE_Oss_R,HCE1_EF_R,HCE2_EF_R,HDE_EF_R,HME_EF_R,RPE_EF_L,RDE_EF_L,RPE_EF_R,RDE_EF_R,UPE_EF_L,UDE_EF_L,UPE_EF_R,UDE_EF_R,CT_EF_L,CT_EF_R,CC_Oss,TC_Oss,ISPR_EF_L,ISPR_EF_R,ILIS_EF_L,ILIS_EF_R,PC_Oss_L,PC_Oss_R,IC_EF_L,IC_EF_R
150036,US_0281,M,2.926027397,142.06,10.8,33.49,NA,NA,NA,116.26,25.03,8.4,17.19,NA,NA,NA,NA,111.24,NA,110.58,22.07,10.9,26.56,NA,NA,NA,NA,87.88,8.56,7.4,13.7,NA,NA,NA,NA,97.9,6.93,NA,NA,7,7,-1,-1,-1,-1,2,2,-1,-1,5,5,6,6,6,6,7,7,-1,-1,-1,-1,2,2,-1,-1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,NA
131477,US_0104,M,0.115068493,76.03,7.43,23.02,NA,NA,NA,63.59,17.59,7.34,12.51,NA,NA,NA,NA,60.22,NA,67.26,15.01,7.29,18.8,NA,NA,NA,NA,54.47,6.57,5.53,10.39,NA,NA,NA,NA,60.25,6.61,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA
132394,US_0059,M,1.090410959,128.62,15.14,41.79,NA,NA,NA,111.87,29.8,12.28,23.59,NA,NA,NA,NA,107.52,NA,105.51,22.62,12.74,30.23,NA,NA,NA,NA,81.07,10.36,10.01,17.92,NA,NA,NA,NA,90.73,9.64,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,2,2,3,3,3,3,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
150548,US_0195,M,1.528767123,150.2,13.35,40.5,NA,NA,NA,125.23,28.82,11.62,22.31,NA,NA,NA,NA,120.2,NA,120.3,19.7,10.58,27.81,NA,NA,NA,NA,NA,NA,NA,NA,91.71,10.58,8.83,14.73,103.39,8.31,NA,NA,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,3,3,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,NA
141305,US_0167,M,0.263013699,94.81,8.26,26.01,NA,NA,NA,81.1,20.32,7.86,14.34,NA,NA,NA,NA,77.9,NA,82.04,18.02,7.96,21.68,NA,NA,NA,NA,65.43,8.21,6.61,13.02,NA,NA,NA,NA,73.16,6.04,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,NA,NA
174700,US_0040,F,0.18630137,84.15,7.84,22.14,NA,NA,NA,71.12,17.49,7.21,12.11,NA,NA,NA,NA,66.03,NA,66.97,12.49,6.86,17.06,NA,NA,NA,NA,51.21,6.08,5.35,9.09,NA,NA,NA,NA,58.87,5.09,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,NA,NA
199323,US_1322,M,0.495890411,105.86,10.37,30.75,NA,NA,NA,88.56,22.58,7.93,15.68,NA,NA,NA,NA,82.76,NA,88.09,15.61,8.21,22.27,NA,NA,NA,NA,68.35,8.77,6.37,12.57,NA,NA,NA,NA,76.24,6.66,NA,NA,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
148698,US_0148,F,2.547945205,180.34,13.55,43.87,NA,NA,NA,NA,35.58,NA,NA,NA,NA,NA,NA,NA,NA,125.16,21.88,11.56,28.87,NA,NA,NA,NA,99.8,10.03,8.73,14.69,NA,NA,NA,NA,111.66,7.59,NA,NA,6,7,-1,-1,-1,-1,2,2,-1,-1,5,5,6,6,5,5,7,7,-1,-1,-1,-1,2,2,-1,-1,6,6,5,5,5,5,1,1,0,1,1,1,0,1,1,NA,1,NA,1,NA,1,NA,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,NA,NA,4,NA,0,0,0,0,1,1,NA,NA
155468,US_0031,M,2.019178082,176.68,13.18,42.33,NA,NA,NA,147.44,32.87,12.09,24.34,NA,NA,NA,NA,148.95,NA,135.71,23.92,12.03,31.11,NA,NA,NA,NA,103.9,11.03,9.39,16.45,NA,NA,NA,NA,116.15,8.23,NA,NA,5,5,-1,-1,-1,-1,1,1,-1,-1,5,5,5,5,4,4,6,6,-1,-1,-1,-1,1,-1,-1,-1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,NA
187742,US_1138,M,11.97260274,393.39,24.75,69.32,NA,NA,NA,340.37,58.9,22,40.48,NA,NA,NA,NA,325.01,NA,NA,41.74,NA,50.74,NA,NA,NA,NA,221.32,15.93,15.94,25.88,NA,NA,NA,NA,238.71,14.82,NA,NA,13,13,10,10,7,7,13,13,11,11,11,11,13,13,13,13,13,13,10,10,6,6,13,12,13,13,11,11,13,13,12,12,2,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,23,23,1,1,1,2,1,1,1,1,1,23,23,3,2,3,2,1,2,1,2,3,3,8,7,2,2,1,1,1,1,1,0
118016,US_0363,M,1.424657534,156.57,14.5,46.5,NA,NA,NA,123.8,36.08,12.71,24.64,NA,NA,NA,NA,122.89,NA,127.57,27.43,13.41,34.43,NA,NA,NA,NA,92.99,11.87,9.82,19.97,NA,NA,NA,NA,103.13,8.96,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,1,1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,NA,NA
149738,US_0656,M,4.517808219,232.97,14.99,49.79,NA,NA,NA,187.51,41.23,13.76,27.61,NA,NA,NA,NA,186.53,NA,165.7,28.7,14.42,37.03,NA,NA,NA,NA,126.52,13.34,9.75,18.18,NA,NA,NA,NA,139.97,9.71,NA,NA,8,8,2,2,-1,-1,5,5,4,4,5,5,7,7,6,6,8,8,2,2,-1,-1,5,5,4,4,7,7,8,8,7,7,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,7,0,0,0,0,1,1,NA,NA
164666,US_1204,M,1.049315068,123.58,12.78,35.97,NA,NA,NA,102.78,27.91,12.07,18.77,NA,NA,NA,NA,99.06,NA,101.2,19.45,11.92,27.82,NA,NA,NA,NA,79.6,9.92,9.49,16.24,NA,NA,NA,NA,89.41,8.83,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
114731,US_0434,M,1.589041096,151.22,13.91,45.32,NA,NA,NA,127.87,33.63,12.15,24.8,NA,NA,NA,NA,128.21,NA,119.03,20.11,11.71,29.97,NA,NA,NA,NA,104.16,10.68,9.6,18.69,NA,NA,NA,NA,109.84,8.1,NA,NA,5,5,-1,-1,-1,-1,1,1,-1,-1,5,5,5,5,4,4,6,6,-1,-1,-1,-1,1,1,-1,-1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,NA
109887,US_1238,M,1.375342466,154.91,14.12,44.33,NA,NA,NA,130.45,33.09,11.56,25.56,NA,NA,NA,NA,127.05,NA,121.09,24.43,11.98,30.89,NA,NA,NA,NA,92.9,12.48,9.48,17.59,NA,NA,NA,NA,105.95,9.95,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,2,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
122426,US_0011,F,3.153424658,198.34,14.1,41.48,NA,NA,NA,167.6,33.46,11,23.33,NA,NA,NA,NA,167.93,NA,139.32,25.5,12.95,30.16,NA,NA,NA,NA,111.33,10.61,9.69,16.01,NA,NA,NA,NA,125.62,9.54,NA,NA,7,7,1,1,-1,-1,3,3,1,1,6,6,7,7,5,5,7,7,-1,1,-1,-1,3,3,-1,-1,6,7,6,6,6,6,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,4,7,0,0,0,0,1,1,NA,NA
106672,US_0275,M,1.320547945,134.88,13.47,37.45,NA,NA,NA,107.07,29.64,10.86,22.08,NA,NA,NA,NA,102.85,NA,109.25,20.94,11.4,29.43,NA,NA,NA,NA,83.2,9.81,8.52,15.4,NA,NA,NA,NA,92.41,8.52,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,2,2,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,NA,NA
133659,US_0398,M,1.873972603,153.36,14.23,43.96,NA,NA,NA,125.36,32.89,11.86,23.17,NA,NA,NA,NA,125.37,NA,120.07,23.5,12.92,29.8,NA,NA,NA,NA,88.83,9.96,8.34,16.01,NA,NA,NA,NA,101.17,8.53,NA,NA,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,6,0,0,0,0,0,0,NA,NA
134721,US_0467,F,4.646575342,228.55,16.39,49.78,NA,NA,NA,178.97,39.84,14.13,28.5,NA,NA,NA,NA,180.2,NA,NA,NA,NA,NA,158.37,27.9,14.52,33.21,NA,NA,NA,NA,118.53,11.71,10.39,18.05,NA,NA,134.78,10.2,8,8,1,1,-1,-1,5,5,3,3,7,7,7,7,7,7,8,8,1,1,-1,-1,6,6,3,3,7,7,7,7,7,7,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,6,7,1,1,0,0,1,1,NA,NA
123813,US_0482,M,1.430136986,132.57,11.13,34.93,NA,NA,NA,NA,NA,NA,NA,104.03,28.01,9.25,19.44,NA,100.7,106.18,20.33,9.61,26.45,NA,NA,NA,NA,77.03,8.82,6.68,14.68,NA,NA,NA,NA,88.03,6.09,NA,NA,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,-1,-1,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
134054,US_0169,F,18.25479452,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,13,13,13,13,10,10,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,3,3
128068,US_0136,F,5.295890411,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,174.58,26.3,12.74,31.04,NA,NA,NA,NA,129.48,10.12,9.44,14.92,NA,NA,NA,NA,140.79,9.51,NA,NA,9,9,5,5,-1,-1,7,7,6,6,8,8,8,8,8,8,9,9,5,5,-1,-1,7,7,6,6,8,8,8,8,8,8,1,1,0,NA,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,NA,NA,7,NA,0,0,0,0,NA,NA,NA,NA
176943,US_0925,F,14.36712329,NA,NA,68.93,NA,NA,NA,NA,57.5,NA,NA,NA,NA,NA,NA,320.89,NA,NA,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,26.08,NA,NA,NA,NA,NA,NA,NA,NA,13,13,10,10,4,4,13,13,13,13,12,12,12,12,11,11,13,13,10,10,1,2,13,13,11,11,12,12,12,12,12,12,4,4,4,4,4,4,4,4,3,4,3,4,4,4,4,4,1,1,1,3,1,1,1,1,1,4,4,1,1,1,3,1,1,1,1,1,4,4,4,3,4,3,4,3,4,3,4,4,8,7,2,2,2,2,1,1,2,2
178427,US_0719,F,3.846575342,237.87,17.13,50.47,NA,NA,NA,198.02,43.38,15.4,29.28,NA,NA,NA,NA,200.06,NA,172.45,30.02,15.26,34.62,NA,NA,NA,NA,135.34,11.67,9.31,17.74,NA,NA,NA,NA,148.24,10.02,NA,NA,8,8,-1,1,-1,-1,5,5,3,3,5,5,6,6,5,5,8,8,-1,-1,-1,-1,5,5,3,3,6,6,7,7,6,6,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,7,7,1,1,0,0,1,1,NA,NA
165111,US_0327,NA,20.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,1,1,1,4,1,1,1,1,1,4,4,1,1,1,4,1,1,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,8,7,2,2,2,2,1,1,NA,NA
152879,US_0020,F,0.049315068,81.44,7.54,22.5,NA,NA,NA,77.03,15.89,7.31,12.16,NA,NA,NA,NA,68.9,NA,72.55,13.05,6.65,18.14,NA,NA,NA,NA,58.24,6.97,5.34,10.11,NA,NA,NA,NA,65.61,5.34,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,NA,NA
143485,US_0697,M,0.087671233,73.86,8.34,19.43,NA,NA,NA,63.71,14.98,7.03,10.62,NA,NA,NA,NA,61.27,NA,64.4,11.37,6.59,16.27,NA,NA,NA,NA,52.79,5.98,4.96,8.92,NA,NA,NA,NA,59.41,4.64,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
157627,US_1145,M,0.224657534,90.78,10.27,25.5,NA,NA,NA,78.61,18.96,8.7,13.66,NA,NA,NA,NA,75.26,NA,76.09,15.46,8.23,21.22,NA,NA,NA,NA,63.18,7.67,5.68,11.87,NA,NA,NA,NA,71.47,5.92,NA,NA,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,NA,NA
128792,US_0701,F,0.723287671,123.02,11.38,31.66,NA,NA,NA,100.77,24.3,9.22,16.77,NA,NA,NA,NA,98.47,NA,95.04,15.91,9.06,21.62,NA,NA,NA,NA,73.75,7.44,7.03,12.27,NA,NA,NA,NA,83.47,6.3,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
169231,US_0362,M,0.989041096,132.52,12.19,34.54,NA,NA,NA,111.38,27.02,10.25,19.5,NA,NA,NA,NA,106.11,NA,107.73,19.8,10.57,28.73,NA,NA,NA,NA,81.24,10.37,8.38,15.35,NA,NA,NA,NA,90.65,8.06,NA,NA,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,3,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,3,3,3,3,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
168770,US_1256,F,1.205479452,139.21,13.17,38.28,NA,NA,NA,114.59,27.57,11.36,20.96,NA,NA,NA,NA,113.64,NA,108.55,20.76,11.86,26.67,NA,NA,NA,NA,80.82,9.62,8.62,15.53,NA,NA,NA,NA,89.97,7.04,NA,NA,5,5,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
124016,US_0462,M,1.232876712,138,12.82,38.88,NA,NA,NA,112.58,27.11,11.23,18.79,NA,NA,NA,NA,108.26,NA,106.52,19.45,12.08,28.91,NA,NA,NA,NA,82.58,9.3,8.88,15.1,NA,NA,NA,NA,92.38,8,NA,NA,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,2,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,3,3,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
173535,US_0538,F,1.361643836,139.12,11.42,36.18,NA,NA,NA,114.6,27.56,10.36,19.69,NA,NA,NA,NA,111.18,NA,108.06,18.68,10.18,27,NA,NA,NA,NA,79.16,9.46,7.19,14,NA,NA,NA,NA,91.29,7.37,NA,NA,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,2,2,4,4,-1,-1,-1,-1,-1,-1,-1,-1,3,3,4,4,3,3,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,NA
127455,US_0393,M,1.495890411,156.74,12.84,44.23,NA,NA,NA,132.69,29.38,10.99,24.88,NA,NA,NA,NA,128.33,NA,123.97,24.27,12.05,29.68,NA,NA,NA,NA,93.06,10.1,7.85,16.11,NA,NA,NA,NA,105.36,8.4,NA,NA,5,5,-1,-1,-1,-1,-1,-1,-1,-1,3,3,5,5,2,2,5,5,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,7,0,0,0,0,0,0,NA,NA
165974,US_0285,F,2.142465753,160.11,13.08,39.06,NA,NA,NA,130.08,30.58,11.12,22.81,NA,NA,NA,NA,127.24,NA,123.49,19.08,11.33,28.12,NA,NA,NA,NA,91.9,10.33,7.49,15.59,NA,NA,NA,NA,104.45,6.66,NA,NA,6,6,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,3,3,6,6,-1,-1,-1,-1,-1,-1,-1,-1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,7,0,0,0,0,0,0,NA,NA
137990,US_0900,M,2.246575342,176.44,15.26,51.55,NA,NA,NA,146.97,37.96,15.38,25.41,NA,NA,NA,NA,145.88,NA,135.95,22.62,14.05,34.8,NA,NA,NA,NA,106.7,12.19,10.23,19.34,NA,NA,NA,NA,119.6,10.75,NA,NA,6,6,-1,-1,-1,-1,1,1,-1,-1,5,5,5,5,4,4,6,6,-1,-1,-1,-1,1,1,1,1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,NA,NA
172678,US_0507,M,2.419178082,169.76,14.91,43.66,NA,NA,NA,141.59,32.2,13.01,24.28,NA,NA,NA,NA,141.12,NA,127.75,21.37,13.42,29.76,NA,NA,NA,NA,98.03,10.83,9.79,16.7,NA,NA,NA,NA,110.34,8.44,NA,NA,7,7,-1,-1,-1,-1,2,2,-1,-1,5,5,7,7,3,3,7,7,-1,-1,-1,-1,2,2,1,1,6,6,7,7,7,7,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,5,0,0,0,0,0,0,NA,NA
182508,US_0634,F,2.580821918,177.22,14.36,44.31,NA,NA,NA,142.91,33.84,12,22.21,NA,NA,NA,NA,138.18,NA,NA,21.32,11.8,30.28,NA,NA,NA,NA,96.57,11.13,9.08,15.19,NA,NA,NA,NA,109.19,7.81,NA,NA,7,7,-1,-1,-1,-1,3,3,1,1,6,6,7,7,6,6,7,7,-1,-1,-1,-1,3,3,-1,-1,7,7,7,7,7,7,1,1,0,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,5,0,0,0,0,0,0,NA,NA
