NMDID_identifier,SVAD_identifier,SEX,agey,FDL_L,FMSB_L,FDB_L,FDL_R,FMSB_R,FDB_R,TDL_L,TPB_L,TMSB_L,TDB_L,TDL_R,TPB_R,TMSB_R,TDB_R,FBDL_L,FBDL_R,HDL_L,HPB_L,HMSB_L,HDB_L,HDL_R,HPB_R,HMSB_R,HDB_R,RDL_L,RPB_L,RMSB_L,RDB_L,RDL_R,RPB_R,RMSB_R,RDB_R,UDL_L,UMSB_L,UDL_R,UMSB_R,max_M1_L,max_M1_R,max_M2_L,max_M2_R,max_M3_L,max_M3_R,max_PM1_L,max_PM1_R,max_PM2_L,max_PM2_R,max_C_L,max_C_R,max_I1_L,max_I1_R,max_I2_L,max_I2_R,man_M1_L,man_M1_R,man_M2_L,man_M2_R,man_M3_L,man_M3_R,man_PM1_L,man_PM1_R,man_PM2_L,man_PM2_R,man_C_L,man_C_R,man_I1_L,man_I1_R,man_I2_L,man_I2_R,FH_EF_L,FGT_EF_L,FLT_EF_L,FDE_EF_L,FH_EF_R,FGT_EF_R,FLT_EF_R,FDE_EF_R,TPE_EF_L,TDE_EF_L,TPE_EF_R,TDE_EF_R,FBPE_EF_L,FBDE_EF_L,FBPE_EF_R,FBDE_EF_R,HH_Oss_L,HGT_Oss_L,HLT_Oss_L,HPE_EF_L,HC_Oss_L,HT_Oss_L,HLE_Oss_L,HCE1_EF_L,HCE2_EF_L,HDE_EF_L,HME_EF_L,HH_Oss_R,HGT_Oss_R,HLT_Oss_R,HPE_EF_R,HC_Oss_R,HT_Oss_R,HLE_Oss_R,HCE1_EF_R,HCE2_EF_R,HDE_EF_R,HME_EF_R,RPE_EF_L,RDE_EF_L,RPE_EF_R,RDE_EF_R,UPE_EF_L,UDE_EF_L,UPE_EF_R,UDE_EF_R,CT_EF_L,CT_EF_R,CC_Oss,TC_Oss,ISPR_EF_L,ISPR_EF_R,ILIS_EF_L,ILIS_EF_R,PC_Oss_L,PC_Oss_R,IC_EF_L,IC_EF_R
194839,US_0630,F,0.410958904,111.3,9.52,30.13,NA,NA,NA,93.15,23.33,7.69,15.9,NA,NA,NA,NA,86.53,NA,90.09,17.81,8.14,23.43,NA,NA,NA,NA,67.05,7.48,6.93,12.21,NA,NA,NA,NA,75.25,6.26,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
173655,US_1155,F,0,57.92,6.02,15.4,NA,NA,NA,52.2,12.77,5.39,8.75,NA,NA,NA,NA,50.68,NA,53.37,10.55,5.32,12.86,NA,NA,NA,NA,43.86,4.72,4.22,7.03,NA,NA,NA,NA,49.08,4.46,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
161486,US_1302,F,0.660273973,109.1,10.53,27.67,NA,NA,NA,86.78,21.28,9.32,15.69,NA,NA,NA,NA,81.92,NA,86.01,18.81,9.9,21.68,NA,NA,NA,NA,64.89,8.68,7.42,12,NA,NA,NA,NA,73.41,6.7,NA,NA,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
178872,US_0132,F,0.010958904,74.05,7.53,20.41,NA,NA,NA,64,16.45,7.55,11.51,NA,NA,NA,NA,58.84,NA,61.45,13.59,6.29,16.24,NA,NA,NA,NA,48.88,6.14,4.87,9.91,NA,NA,NA,NA,56.78,4.46,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
105462,US_0659,F,0.112328767,62.7,6.53,17.89,NA,NA,NA,53.88,13.99,5.81,9.3,NA,NA,NA,NA,51.07,NA,53.99,11.03,5.24,12.85,NA,NA,NA,NA,44.82,4.98,4.1,7.27,NA,NA,NA,NA,51.32,4.37,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
164034,US_1026,F,0.969863014,89.55,8.05,22.72,NA,NA,NA,73.4,17.82,6.54,11.94,NA,NA,NA,NA,67.16,NA,72.84,16.2,7.28,17.95,NA,NA,NA,NA,56.57,6.68,5.46,9.22,NA,NA,NA,NA,62.44,5.32,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
101046,US_1207,F,6.095890411,255,15.25,46.19,NA,NA,NA,199.11,35.42,13.13,21.6,NA,NA,NA,NA,191.29,NA,185.51,26.56,13.58,35.71,NA,NA,NA,NA,133.08,12.2,9.46,16.11,NA,NA,NA,NA,143.35,10.95,NA,NA,9,9,6,6,-1,-1,7,7,8,8,7,7,9,9,7,7,9,9,7,7,-1,-1,7,7,6,7,8,8,9,9,9,9,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,1,1,6,7,0,1,0,0,1,1,NA,NA
161632,US_0654,M,0.032876712,73.82,7.07,21.23,NA,NA,NA,65.98,16.55,6.61,11.82,NA,NA,NA,NA,64.54,NA,65.38,15.02,6.67,18.68,NA,NA,NA,NA,53.37,6.7,4.85,10.44,NA,NA,NA,NA,61.3,5.46,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,NA,NA
158205,US_0304,M,0.131506849,79.06,9.1,25.2,NA,NA,NA,68.69,18.98,8.52,13.76,NA,NA,NA,NA,64.08,NA,67.99,15.48,7.84,19.42,NA,NA,NA,NA,53.96,7.75,6.32,11.65,NA,NA,NA,NA,59.86,6.2,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,NA,NA
145463,US_0804,F,0.095890411,76.79,7.54,23.28,NA,NA,NA,65.32,16.88,7.03,11.8,NA,NA,NA,NA,61.74,NA,65.83,13.62,7.14,17.56,NA,NA,NA,NA,53.42,6.56,5.29,10.41,NA,NA,NA,NA,59.64,5.9,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,NA,NA
134873,US_0269,M,0.243835616,83.91,9,27.41,NA,NA,NA,71.89,20.97,7.85,14.34,NA,NA,NA,NA,69.57,NA,72.12,16.54,8.25,21.79,NA,NA,NA,NA,56.62,7.36,6.16,11.87,NA,NA,NA,NA,64.41,6.34,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
176346,US_1181,M,8.934246575,299.61,18.64,57.12,NA,NA,NA,254.74,49.53,16.88,33.99,NA,NA,NA,NA,251.3,NA,204.85,34.77,17.14,40,NA,NA,NA,NA,161.19,15.29,14.1,22.15,NA,NA,NA,NA,180.36,11.91,NA,NA,10,10,7,7,-1,-1,9,9,9,9,8,8,10,10,10,10,10,10,7,7,-1,-1,8,8,8,8,9,9,10,10,9,9,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,1,1,7,7,1,1,0,0,1,1,NA,NA
122960,US_0536,M,7.62739726,NA,NA,NA,290.36,19.13,56.71,240.66,48.02,15.6,31.46,NA,NA,NA,NA,237.95,NA,208.15,35.22,17.33,38.83,NA,NA,NA,NA,157.64,15.11,11.64,21.3,NA,NA,NA,NA,173.07,12.48,NA,NA,10,10,7,7,-1,-1,8,8,8,8,8,8,8,8,8,8,10,10,7,7,-1,-1,8,8,8,8,8,8,9,9,8,8,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,4,7,0,0,0,0,1,1,NA,NA
110163,US_1050,F,4.884931507,231.47,11.83,38.84,NA,NA,NA,191.04,29.91,9.42,19.05,NA,NA,NA,NA,179.47,NA,172.58,24.46,9.14,30.41,NA,NA,NA,NA,130.74,10.17,6.21,13.31,NA,NA,NA,NA,144.92,7.27,NA,NA,9,9,4,4,-1,-1,7,7,6,6,7,6,7,7,7,7,9,8,4,4,-1,-1,7,7,5,5,8,7,8,8,8,8,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1,7,7,0,0,0,0,1,1,NA,NA
101011,US_0773,F,0.345205479,101.19,10.2,29.77,NA,NA,NA,84.02,22.04,8.91,15.97,NA,NA,NA,NA,80.84,NA,82.62,17.54,9.8,22.2,NA,NA,NA,NA,64.07,8.23,7.11,NA,NA,NA,NA,NA,73.88,7,NA,NA,2,2,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
168987,US_0954,F,0.084931507,81.54,7.5,23.48,NA,NA,NA,71.67,18.08,6.55,13,NA,NA,NA,NA,67.53,NA,69.91,14.48,6.8,18.39,NA,NA,NA,NA,57.2,6.9,5.07,10.34,NA,NA,NA,NA,65.63,5.3,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,NA,NA
112442,US_0671,M,0.246575342,94.62,10.09,27.5,NA,NA,NA,77.85,20.46,8.32,14.97,NA,NA,NA,NA,74.3,NA,81.02,18.33,8.08,22.64,NA,NA,NA,NA,63.18,8.04,6.1,12.97,NA,NA,NA,NA,68.65,6.33,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
141409,US_0086,F,5.347945205,259.14,17.53,53.46,NA,NA,NA,224.46,46.18,17.87,30.46,NA,NA,NA,NA,224.45,NA,188.05,29.86,14.75,38.24,NA,NA,NA,NA,142.21,12.85,11.34,19.45,NA,NA,NA,NA,160.84,12.05,NA,NA,10,10,5,6,-1,-1,6,6,-1,-1,8,8,9,9,-1,-1,10,10,6,6,-1,-1,6,6,-1,-1,8,8,10,10,9,9,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,1,1,1,0,1,0,1,1,1,6,7,0,0,0,0,1,1,NA,NA
137166,US_0802,F,0.515068493,106.83,10.55,31.33,NA,NA,NA,89.99,24.66,8.8,17.42,NA,NA,NA,NA,85.02,NA,87.24,19.4,9.14,24.31,NA,NA,NA,NA,67.1,8.81,7.01,13.58,NA,NA,NA,NA,74.39,7.59,NA,NA,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,2,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,0,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,NA,NA
191126,US_1218,M,0.002739726,73.88,7.58,20.45,NA,NA,NA,65.02,16.67,7,11.8,NA,NA,NA,NA,61.85,NA,66.93,14.33,7.06,17.18,NA,NA,NA,NA,53.64,6.29,4.97,9.49,NA,NA,NA,NA,60.78,5.9,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,NA,NA
131139,US_0015,F,0.490410959,108.5,10.55,33.77,NA,NA,NA,NA,NA,NA,NA,87.63,25.04,10.5,18.7,82.94,NA,85.45,20.6,9.63,23.35,NA,NA,NA,NA,64.24,8.55,7.62,13.83,NA,NA,NA,NA,73.7,6.88,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,2,2,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
165318,US_0586,M,0.298630137,78.56,7.23,22.97,NA,NA,NA,65.87,17.72,7.14,12.6,NA,NA,NA,NA,63.45,NA,65.56,15.22,6.7,17.34,NA,NA,NA,NA,53,6.74,4.83,10.32,NA,NA,NA,NA,61.08,5.26,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,NA,NA
119992,US_0518,M,0.090410959,77.31,8.11,20.94,NA,NA,NA,64.94,16.96,7.04,11.24,NA,NA,NA,NA,61.35,NA,65.37,14.2,6.36,16.45,NA,NA,NA,NA,53.14,6.56,5.47,9.42,NA,NA,NA,NA,60.32,6.08,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,NA,NA
128005,US_0620,M,0.04109589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
199400,US_0799,F,0.17260274,94.44,8.87,27.21,NA,NA,NA,77.28,19.79,6.89,15.43,NA,NA,NA,NA,73.53,NA,75.77,16.85,7.65,19.78,NA,NA,NA,NA,59.26,7.03,5.56,10.95,NA,NA,NA,NA,67.8,6.36,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
147214,US_0424,F,0.498630137,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA
141411,US_0973,F,2.2,168.98,13.44,42.42,NA,NA,NA,139.49,35.75,11.52,23.41,NA,NA,NA,NA,137.55,NA,120.65,25.06,12.8,28.27,NA,NA,NA,NA,94.37,11.02,7.89,15.6,NA,NA,NA,NA,106.55,8.87,NA,NA,6,6,-1,-1,-1,-1,2,2,-1,-1,4,4,5,5,-1,-1,6,6,-1,-1,-1,-1,3,3,-1,-1,4,4,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,4,7,0,0,0,0,0,0,NA,NA
177852,US_0480,M,0.219178082,92.61,10.17,27.8,NA,NA,NA,79.6,19.85,9.45,14.6,NA,NA,NA,NA,75.44,NA,77.62,16.9,8.47,21.54,NA,NA,NA,NA,62.48,8.09,6.28,12.03,NA,NA,NA,NA,70.83,7.79,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,NA,NA
164263,US_0371,M,0.542465753,109.93,11.74,32.54,NA,NA,NA,94.73,26.19,8.99,17.76,NA,NA,NA,NA,89.6,NA,90.78,20.74,8.9,24.45,NA,NA,NA,NA,71.05,8.7,6.69,13.97,NA,NA,NA,NA,81.12,8.01,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,2,2,1,1,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
182511,US_0271,M,0.030136986,77.36,7.66,21.66,NA,NA,NA,67.71,16.31,7.73,12.86,NA,NA,NA,NA,65.14,NA,67.92,14.61,6.74,17.53,NA,NA,NA,NA,55.16,6.54,5.16,10.62,NA,NA,NA,NA,64.27,6.3,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
149757,US_0523,F,0.005479452,72.52,8.04,20.97,NA,NA,NA,63.93,17.19,7.73,12.33,NA,NA,NA,NA,59.7,NA,63.37,13.43,6.49,16.64,NA,NA,NA,NA,50.23,6.14,5.67,10.02,NA,NA,NA,NA,59.48,5.82,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,NA,NA
164523,US_0769,M,0.112328767,74.88,7.55,21.72,NA,NA,NA,63.78,15.75,6.67,12.24,NA,NA,NA,NA,61.31,NA,65.15,13.53,6.25,17.1,NA,NA,NA,NA,51.3,6.64,4.7,9.3,NA,NA,NA,NA,58.87,5.13,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
106171,US_0601,M,2.904109589,193.36,16.83,51.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,141.8,29.44,14.82,37.13,NA,NA,NA,NA,109.03,13.8,10.63,18.99,NA,NA,NA,NA,120.65,10.91,NA,NA,7,7,-1,-1,-1,-1,3,3,-1,-1,5,5,5,5,4,4,7,7,-1,-1,-1,-1,2,2,-1,-1,5,5,5,5,5,5,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,3,7,0,0,0,0,1,1,NA,NA
137620,US_0687,F,0.863013699,130.69,10.44,33.68,NA,NA,NA,107,25.86,9.4,18.51,NA,NA,NA,NA,104.53,NA,107.16,21.76,10.27,25.83,NA,NA,NA,NA,79.29,8.82,7.34,14.83,NA,NA,NA,NA,89.84,8.59,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,-1,-1,3,3,-1,-1,-1,-1,-1,-1,-1,-1,1,1,2,2,2,2,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,6,0,0,0,0,0,0,NA,NA
174512,US_0598,M,1.504109589,146.98,13.28,38.13,NA,NA,NA,118.93,27.27,10.96,19.75,NA,NA,NA,NA,116.71,NA,114.29,20.98,11.9,29.05,NA,NA,NA,NA,89.9,10.57,8.36,15.75,NA,NA,NA,NA,98.75,8.43,NA,NA,3,3,-1,-1,-1,-1,-1,-1,-1,-1,4,4,5,5,3,3,4,4,-1,-1,-1,-1,-1,-1,-1,-1,4,4,4,4,4,4,1,0,0,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,4,0,0,0,0,0,0,NA,NA
114088,US_0223,M,0,66.63,8.37,19.02,NA,NA,NA,59.92,17.54,7.07,10.89,NA,NA,NA,NA,58.01,NA,58.75,11.09,5.87,15.17,NA,NA,NA,NA,49.64,6.22,5.13,8.58,NA,NA,NA,NA,56.03,4.67,NA,NA,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,NA,NA
188405,US_0209,F,0.128767123,79,7.37,20.99,NA,NA,NA,68.09,16.98,6.17,11.47,NA,NA,NA,NA,65.55,NA,65.4,13.17,6.1,16.54,NA,NA,NA,NA,54.53,5.66,4.35,9.3,NA,NA,NA,NA,61.24,5.18,NA,NA,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,NA,NA
